04/06/2020_13:18:51: World: Total cases: 1329303, Total deaths: 73824, Total Reovered: 277295, Death rate: 5.55%, Recovery Rate: 20.86%
04/06/2020_13:18:51: Us: Total cases: 356414, Total deaths: 10490, Total Reovered: 19247, Death rate: 2.94%, Recovery Rate: 5.40%
04/06/2020_13:18:52: Italy: Total cases: 132547, Total deaths: 16523, Total Reovered: 22837, Death rate: 12.47%, Recovery Rate: 17.23%
04/06/2020_13:18:52: France: Total cases: 98010, Total deaths: 8911, Total Reovered: 17250, Death rate: 9.09%, Recovery Rate: 17.60%
04/06/2020_13:18:52: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_13:18:52: Uk: Total cases: 51608, Total deaths: 5373, Total Reovered: 135, Death rate: 10.41%, Recovery Rate: 0.26%
04/06/2020_13:18:53: Germany: Total cases: 101558, Total deaths: 1662, Total Reovered: 28700, Death rate: 1.64%, Recovery Rate: 28.26%
04/06/2020_13:18:53: Spain: Total cases: 135032, Total deaths: 13169, Total Reovered: 40437, Death rate: 9.75%, Recovery Rate: 29.95%
04/06/2020_16:18:57: World: Total cases: 1339274, Total deaths: 74372, Total Reovered: 277852, Death rate: 5.55%, Recovery Rate: 20.75%
04/06/2020_16:18:58: Us: Total cases: 362573, Total deaths: 10720, Total Reovered: 19313, Death rate: 2.96%, Recovery Rate: 5.33%
04/06/2020_16:18:58: Italy: Total cases: 132547, Total deaths: 16523, Total Reovered: 22837, Death rate: 12.47%, Recovery Rate: 17.23%
04/06/2020_16:18:59: France: Total cases: 98010, Total deaths: 8911, Total Reovered: 17250, Death rate: 9.09%, Recovery Rate: 17.60%
04/06/2020_16:18:59: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_16:19:00: Uk: Total cases: 51608, Total deaths: 5373, Total Reovered: 135, Death rate: 10.41%, Recovery Rate: 0.26%
04/06/2020_16:19:00: Germany: Total cases: 102179, Total deaths: 1712, Total Reovered: 28700, Death rate: 1.68%, Recovery Rate: 28.09%
04/06/2020_16:19:00: Spain: Total cases: 136675, Total deaths: 13341, Total Reovered: 40437, Death rate: 9.76%, Recovery Rate: 29.59%
04/06/2020_19:19:04: World: Total cases: 1345653, Total deaths: 74644, Total Reovered: 278413, Death rate: 5.55%, Recovery Rate: 20.69%
04/06/2020_19:19:04: Us: Total cases: 366906, Total deaths: 10868, Total Reovered: 19656, Death rate: 2.96%, Recovery Rate: 5.36%
04/06/2020_19:19:05: Italy: Total cases: 132547, Total deaths: 16523, Total Reovered: 22837, Death rate: 12.47%, Recovery Rate: 17.23%
04/06/2020_19:19:05: France: Total cases: 98010, Total deaths: 8911, Total Reovered: 17250, Death rate: 9.09%, Recovery Rate: 17.60%
04/06/2020_19:19:05: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_19:19:05: Uk: Total cases: 51608, Total deaths: 5373, Total Reovered: 135, Death rate: 10.41%, Recovery Rate: 0.26%
04/06/2020_19:19:06: Germany: Total cases: 103374, Total deaths: 1810, Total Reovered: 28700, Death rate: 1.75%, Recovery Rate: 27.76%
04/06/2020_19:19:06: Spain: Total cases: 136675, Total deaths: 13341, Total Reovered: 40437, Death rate: 9.76%, Recovery Rate: 29.59%
04/06/2020_22:19:24: World: Total cases: 1346974, Total deaths: 74702, Total Reovered: 278698, Death rate: 5.55%, Recovery Rate: 20.69%
04/06/2020_22:19:25: Us: Total cases: 367385, Total deaths: 10876, Total Reovered: 19671, Death rate: 2.96%, Recovery Rate: 5.35%
04/06/2020_22:19:26: Italy: Total cases: 132547, Total deaths: 16523, Total Reovered: 22837, Death rate: 12.47%, Recovery Rate: 17.23%
04/06/2020_22:19:26: France: Total cases: 98010, Total deaths: 8911, Total Reovered: 17250, Death rate: 9.09%, Recovery Rate: 17.60%
04/06/2020_22:19:26: Iran: Total cases: 60500, Total deaths: 3739, Total Reovered: 24236, Death rate: 6.18%, Recovery Rate: 40.06%
04/06/2020_22:19:27: Uk: Total cases: 51608, Total deaths: 5373, Total Reovered: 135, Death rate: 10.41%, Recovery Rate: 0.26%
04/06/2020_22:19:27: Germany: Total cases: 103375, Total deaths: 1810, Total Reovered: 28700, Death rate: 1.75%, Recovery Rate: 27.76%
04/06/2020_22:19:28: Spain: Total cases: 136675, Total deaths: 13341, Total Reovered: 40437, Death rate: 9.76%, Recovery Rate: 29.59%
